Price,Adj Close,Close,High,Low,Open,Volume,returns,sma_20,sma_50,sma_200,rsi_14,vol_20,roc_10,signal_sma,signal_rsi,signal_mom,signal_rsi_trend,signal_ensemble
2000-11-29,84.9322509765625,133.4375,135.90625,133.265625,134.375,6914100,-0.0018700327255727,138.05859375,139.4990625,144.087734375,40.109169968077765,3.708337905252035,-4.088050314465408,0,0,0,0,0
2000-11-30,84.1962890625,132.28125,133.5,129.75,132.5,11201600,-0.0086651053864168,137.54921875,139.246875,144.054140625,38.02106567951419,3.7698429062258074,-5.217196596506941,0,0,0,0,0
2000-12-01,84.15653991699219,132.21875,134.0625,131.0,133.1875,7587200,-0.0004724781478856,137.025,139.0375,144.023828125,37.90618907504496,3.744312435784956,-3.753412192902639,0,0,0,0,0
2000-12-04,84.87258911132812,133.34375,133.875,131.5,131.875,6996600,0.0085086268021743,136.553125,138.79875,144.013984375,41.34171966633667,3.571388524798617,-2.412807318467696,0,0,0,0,0
2000-12-05,87.65725708007812,137.71875,138.25,134.40625,134.875,8883400,0.0328099367236933,136.25,138.668125,144.027734375,52.376775211704704,3.159086303770197,2.250580046403712,0,0,1,0,0
2000-12-06,86.25498962402344,135.515625,138.34375,135.03125,137.78125,12888000,-0.0159972770592239,135.83828125,138.5303125,144.0225,47.52791439049224,2.6209255022374385,0.1038781163434903,0,0,1,0,0
2000-12-07,85.07149505615234,133.65625,135.875,133.65625,134.875,6529100,-0.0137207425343018,135.49296875,138.3403125,144.02171875,43.83919149830694,2.4124017558647983,1.1469788341019274,0,0,1,0,0
2000-12-08,85.2703857421875,133.96875,139.46875,133.875,137.0625,10276300,0.0023380874444705,135.18984375,138.1196875,144.024921875,44.617174485949846,2.1820260163379905,-0.6488991888760138,0,0,0,0,0
2000-12-11,88.23407745361328,138.625,139.5625,136.71875,137.375,6405600,0.0347562397947283,135.28984375,138.0196875,144.037421875,54.68905984986949,2.294204806435248,1.9067309901217548,0,0,1,0,0
2000-12-12,87.85616302490234,138.03125,138.8125,137.375,138.1875,5022900,-0.004283137962128,135.41328125,137.9034375,144.040390625,53.35653505102949,2.3746508735334624,3.2491818606825618,0,0,1,0,0
2000-12-13,86.65278625488281,136.140625,139.40625,136.03125,139.25,6070500,-0.0136970794657007,135.2640625,137.77625,144.02890625,49.24220794026392,2.217718324822567,2.02576112412178,0,0,1,0,0
2000-12-14,85.5488510131836,134.40625,136.5,134.03125,135.875,7678400,-0.0127395845288649,135.00625,137.590625,144.00828125,45.75653511448614,1.9785314654727215,1.6064257028112447,0,0,1,0,0
2000-12-15,83.6166000366211,130.96875,133.125,130.5625,133.125,9065300,-0.0255754475703324,134.6859375,137.32625,143.9575,39.75064155964109,2.0902729130782194,-0.9454029780193808,0,0,0,0,0
2000-12-18,84.73389434814453,132.71875,133.46875,131.765625,132.0625,7235400,0.0133619661178716,134.48984375,137.159375,143.92234375,43.795259228186005,2.0811882288420063,-0.4687133817670494,0,0,0,0,0
2000-12-19,83.00808715820312,130.015625,134.96875,130.015625,132.46875,9616600,-0.0203673181068989,134.25625,136.9596875,143.8871875,39.39590535252854,2.30769637999326,-5.593374177444973,0,0,0,0,0
2000-12-20,80.60393524169922,126.25,128.9375,126.09375,128.625,9994300,-0.0289628650402595,133.8,136.7309375,143.8340625,34.236426397370266,2.900716293684113,-6.837311195664706,0,0,0,0,0
2000-12-21,81.16256713867188,127.125,128.859375,125.53125,126.0,14331500,0.0069306930693069,133.54921875,136.5428125,143.7653125,36.32327594779933,3.2477783517092127,-4.886602758943185,0,0,0,0,0
2000-12-22,83.5966567993164,130.9375,131.109375,128.84375,129.0,10182900,0.0299901671583087,133.35390625,136.4990625,143.719375,44.57588025676125,3.2830950130818803,-2.2626545369722417,0,0,0,0,0
2000-12-26,84.4944839477539,132.34375,132.34375,130.28125,130.84375,4665300,0.0107398568019092,133.16953125,136.3946875,143.688125,47.28947517234592,3.2279038963290514,-4.531109107303878,0,0,0,0,0
2000-12-27,85.11294555664062,133.3125,133.734375,131.25,131.75,4854100,0.0073199527744982,133.15078125,136.2971875,143.6715625,49.13696619510995,3.225825271007072,-3.418609916232737,0,0,0,0,0
2000-12-28,85.37232208251953,133.71875,133.875,132.59375,132.8125,8358700,0.0030473511486168,133.16484375,136.2765625,143.64109375,49.92952779266139,3.227753420142081,-1.778950992769425,0,0,0,0,0
2000-12-29,83.7562484741211,131.1875,134.28125,131.1875,134.0625,8774600,-0.0189296564617901,133.11015625,136.2153125,143.5653125,45.2031758008474,3.2526813766413434,-2.394791908858405,0,0,0,0,0
2001-01-02,82.23998260498047,128.8125,132.15625,127.5625,132.0,8737500,-0.0181038589804668,132.93984375,136.0053125,143.4746875,41.2569744869804,3.388167520624953,-1.6463851109520402,0,0,0,0,0
2001-01-03,86.19034576416016,135.0,136.0,127.65625,128.3125,19431600,0.0480349344978165,133.02265625,135.9071875,143.41875,52.81429203219994,3.4186627819802284,1.7188603720273132,0,0,1,0,0
2001-01-04,85.26260375976562,133.546875,135.46875,133.0,134.9375,9219000,-0.0107638888888889,132.8140625,135.7675,143.340546875,50.31086484615452,3.2396322960559014,2.7160197091695717,0,0,1,0,0
2001-01-05,82.47938537597656,129.1875,133.625,129.1875,133.46875,12911400,-0.0326430326430325,132.49765625,135.559375,143.236015625,43.62944012437911,3.2707667552967856,2.3267326732673266,0,0,1,0,0
2001-01-08,83.11783599853516,130.1875,130.1875,127.6875,129.875,6625300,0.0077406869859699,132.32421875,135.436875,143.123671875,45.42004963632629,3.2979519903090773,2.409046214355949,0,0,1,0,0
2001-01-09,82.89834594726562,129.84375,131.5,129.421875,131.046875,5702400,-0.0026404224675947,132.11796875,135.3,143.005078125,44.89215604101651,3.318613535918024,-0.8353221957040573,0,0,0,0,0
2001-01-10,84.35480499267578,132.125,132.125,128.8125,129.0,8746100,0.0175691937424788,131.79296875,135.156875,142.906015625,49.11857829504099,2.945083449490445,-0.1652892561983471,0,0,0,0,0
2001-01-11,84.43461608886719,132.25,133.484375,131.09375,131.09375,7245100,0.0009460737937558,131.50390625,134.99125,142.811953125,49.347812533573325,2.5589717918278105,-0.7969995311767463,0,0,0,0,0
2001-01-12,84.27503204345703,132.0,133.71875,131.28125,132.6875,7244000,-0.0018903591682419,131.296875,134.7721875,142.715859375,48.87356082097904,2.320482089982874,-1.2853470437017995,0,0,0,0,0
2001-01-16,84.81367492675781,132.84375,133.1875,131.515625,132.0,8542200,0.0063920454545454,131.21875,134.5796875,142.636640625,50.5991364669077,2.2350161253532788,1.26250595521677,0,0,1,0,0
2001-01-17,85.20272827148438,133.453125,135.046875,132.640625,134.84375,7851400,0.0045871559633028,131.34296875,134.3946875,142.55203125,51.86278117173997,2.2887823723864065,3.602620087336245,0,0,1,0,0
2001-01-18,86.05068969726562,134.78125,135.703125,132.9375,133.4375,8107000,0.009951996253366,131.44609375,134.2346875,142.4696875,54.58917645343426,2.3978968724646377,-0.162037037037037,0,0,0,0,0
2001-01-19,85.56185913085938,134.015625,136.1875,133.875,136.1875,7782500,-0.0056805008115,131.64609375,134.039375,142.389140625,52.73492760313378,2.4387715717952614,0.351000351000351,0,0,1,0,0
2001-01-22,86.13045501708984,134.90625,135.78125,133.5625,134.25,7050900,0.0066456803077998,132.07890625,133.8625,142.317734375,54.66408354215663,2.185704590973348,4.426705370101597,0,0,1,0,0
2001-01-23,86.80883026123047,135.96875,136.65625,134.15625,134.46875,8463100,0.0078758397034977,132.52109375,133.770625,142.24515625,56.92295565860351,2.0189612777957846,4.440710513682189,0,0,1,0,0
2001-01-24,87.0682144165039,136.375,137.3125,135.84375,136.25,6199900,0.0029878188922087,132.79296875,133.6975,142.16984375,57.78896849407541,2.155951274834951,5.030084235860409,0,0,1,0,0
2001-01-25,86.84867858886719,136.03125,137.25,135.65625,136.25,10818300,-0.0025206232813932,132.97734375,133.685625,142.09578125,56.7493515451471,2.2701631896597494,2.956480605487228,0,0,1,0,0
2001-01-26,86.7489242553711,135.875,136.125,134.453125,135.15625,7136800,-0.0011486331265794,133.10546875,133.691875,142.023125,56.25396574289863,2.360585776597191,2.74102079395085,0,0,1,0,0
2001-01-29,87.21183013916016,136.60000610351562,136.89999389648438,135.3699951171875,135.5,6705900,0.0053358314886153,133.2495315551758,133.64137512207031,141.97471878051758,58.08242433344866,2.4846426678551228,3.4848531087239585,0,0,1,0,0
2001-01-30,87.97798156738281,137.8000030517578,137.9199981689453,135.7899932861328,136.3000030517578,7069100,0.0087847503266789,133.58015670776368,133.60612518310546,141.94246879577636,60.98884461626382,2.631430383768566,3.730889147406492,0,0,1,0,0
2001-01-31,87.4800033569336,137.02000427246094,138.6999969482422,136.60000610351562,137.39999389648438,9706900,-0.0056603683746212,133.99053192138672,133.5990252685547,141.94756881713866,58.16573374469424,2.4846681012491207,2.6727581481969325,1,0,1,0,1
2001-02-01,88.06098175048828,137.92999267578125,137.9499969482422,136.25,137.10000610351562,8239100,0.0066412813818836,134.13703155517578,133.62481262207032,141.9334687805176,60.46498310968593,2.629478818417325,2.336187471017853,1,0,1,0,1
2001-02-02,86.06262969970703,134.8000030517578,137.99000549316406,134.75,137.39999389648438,8276600,-0.0226925961736313,134.19968795776367,133.62706268310546,141.88512504577636,50.23740430632933,2.629606216503069,0.5852885077824413,1,0,1,0,1
2001-02-05,86.69467163085938,135.7899932861328,135.94000244140625,134.75,134.8000030517578,4352900,0.0073441410382972,134.52981262207032,133.6353625488281,141.84845001220702,52.94832423526894,2.3687565609671823,0.6550795727646515,1,0,1,0,1
2001-02-06,86.43936920166016,135.38999938964844,136.6999969482422,135.22000122070312,135.3000030517578,7106700,-0.0029456802140163,134.78993759155273,133.7003500366211,141.80633750915527,51.72230117040261,2.1415696116552203,-0.4256497249195587,1,0,0,0,0
2001-02-07,85.99244689941406,134.69000244140625,135.39999389648438,133.67999267578125,134.72000122070312,5748700,-0.0051702263933661,135.03225021362306,133.6972750854492,141.7685375213623,49.55957536115715,1.7992834076061506,-1.2355619128093491,1,0,0,0,0
2001-02-08,84.99005889892578,133.1199951171875,135.39999389648438,133.10000610351562,134.8000030517578,5943300,-0.0116564503360354,135.0819999694824,133.63904998779296,141.69335624694824,45.01330993015144,1.726970420340964,-2.140136830921204,1,0,0,0,0
2001-02-09,84.17282104492188,131.83999633789062,133.35000610351562,131.25999450683594,133.35000610351562,9913000,-0.0096153757981291,135.06149978637694,133.6020999145508,141.6201343536377,41.65810334840005,1.764385510922013,-2.969643909556118,1,0,0,0,0
2001-02-12,85.13691711425781,133.35000610351562,133.5,131.6999969482422,131.6999969482422,5804400,0.0114533510889596,135.12900009155274,133.60035003662108,141.55688438415527,46.70494963140985,1.664068765222453,-2.379209264117563,1,0,0,0,0
2001-02-13,84.44100189208984,132.25999450683594,134.1699981689453,132.0,133.6999969482422,6587600,-0.0081740648428133,135.09981231689454,133.5999249267578,141.49271560668944,43.76206405225263,1.7107271275349418,-4.020325415262177,1,0,0,0,0
2001-02-14,84.31329345703125,132.05999755859375,132.64999389648438,130.66000366210938,132.64999389648438,8400100,-0.0015121499814658,135.03015594482423,133.59674987792968,141.41770309448242,43.22390407876095,1.8069604200738696,-3.619914289306498,1,0,0,0,0
2001-02-15,85.13050079345703,133.33999633789062,133.52000427246094,131.99000549316406,132.83999633789062,5929800,0.0096925549217048,134.95809326171874,133.5966748046875,141.36377807617188,47.66016249105268,1.8457324598875895,-3.327772479970972,1,0,0,0,0
2001-02-16,83.2535171508789,130.39999389648438,131.2899932861328,129.3000030517578,131.0,6434900,-0.0220489164703149,134.77731170654295,133.4502996826172,141.3120280456543,39.94065919103437,2.102157061853855,-3.2641016733389905,1,0,0,0,0
2001-02-20,81.9701919555664,128.38999938964844,131.13999938964844,128.10000610351562,131.0399932861328,5760000,-0.015414069025429,134.45149917602538,133.30778717041017,141.24491554260254,35.68513515954834,2.54041313870222,-5.449587055278307,1,0,0,0,0
2001-02-21,80.20169067382812,125.62000274658205,128.83999633789062,125.5,127.9000015258789,10910800,-0.0215748629662329,133.9340618133545,133.14706222534178,141.15535930633544,30.812791430089103,3.1868044547641605,-7.216187818236581,1,0,0,0,0
2001-02-22,80.32301330566406,125.80999755859376,126.54000091552734,123.0199966430664,126.3499984741211,21281600,0.0015124566777395,133.4058116912842,132.98388717651366,141.07214366912842,31.50361226096108,3.608615472801461,-6.592920574543404,1,0,0,0,0
2001-02-23,79.78031158447266,124.95999908447266,125.54000091552734,121.8000030517578,125.08000183105467,20173000,-0.0067562076990362,132.8522491455078,132.7105871582031,140.99038116455077,30.057653913941763,4.011366753660453,-6.129804936915359,1,0,0,0,0
2001-02-26,81.47860717773438,127.62000274658205,127.62000274658205,124.5,125.8000030517578,11503700,0.0212868412419819,132.43949928283692,132.50236221313477,140.93785617828368,39.4272616327371,4.107517703989249,-3.2008447425113893,0,0,0,0,0
2001-02-27,80.72522735595703,126.44000244140624,127.83999633789062,125.51000213623048,126.8000030517578,11415000,-0.0092462018475188,131.93149909973144,132.3083497619629,140.86364994049072,37.0557698637194,4.1932602170364826,-5.181854777528364,0,0,0,0,0
2001-02-28,79.13550567626953,123.9499969482422,126.83999633789062,123.2699966430664,126.75,14825800,-0.0196931781484102,131.23899879455567,132.09922470092772,140.76933742523192,32.59979488670416,4.314962329613845,-6.283077199254102,0,0,0,0,0
2001-03-01,79.55049133300781,124.5999984741211,124.5999984741211,121.75,124.0500030517578,14672000,0.0052440624597216,130.61799850463868,131.97184967041017,140.66593116760254,34.80377713797857,4.332876593596336,-5.648946859296076,0,0,0,0,0
2001-03-02,78.91842651367188,123.61000061035156,125.6500015258789,122.3000030517578,122.5,12564300,-0.0079454083137501,129.9019989013672,131.78967468261715,140.5505436706543,33.03208821835403,4.243237586046873,-7.297132139469044,0,0,0,0,0
2001-03-05,79.6398696899414,124.73999786376952,124.77999877929688,123.80999755859376,124.1500015258789,5293200,0.0091416329410107,129.39899864196778,131.68416213989258,140.44846240997313,36.97572374981338,4.2282997942869605,-4.34048795831075,0,0,0,0,0
2001-03-06,80.49539184570312,126.08000183105467,127.75,125.48999786376952,126.3499984741211,6917000,0.0107423760640801,128.91349906921386,131.68076217651367,140.3619874191284,41.38391286478786,4.007549418175107,-1.7992036526016293,0,0,0,0,0
2001-03-07,81.06997680664062,126.9800033569336,127.04000091552734,125.76000213623048,126.9000015258789,6371700,0.0071383368718926,128.4929992675781,131.67786224365236,140.2912624359131,44.20656461069255,3.723365356972111,1.0826306166344613,0,0,1,0,0
2001-03-08,81.15938568115234,127.12000274658205,127.23999786376952,126.13999938964844,126.5999984741211,6055000,0.0011025309965926,128.1144992828369,131.601512298584,140.226549949646,44.65304438707855,3.4337532663540973,1.041256826492004,0,0,1,0,0
2001-03-09,78.75880432128906,123.36000061035156,126.0999984741211,123.11000061035156,126.0999984741211,10020300,-0.0295783673300115,127.62649955749512,131.421837310791,140.15334995269777,36.26041427130032,3.3780246706123096,-1.2804085194010757,0,0,0,0,0
2001-03-12,75.3878402709961,118.08000183105467,122.5,117.75,122.33999633789062,13972900,-0.0428015463130099,126.93849983215333,131.1171873474121,140.04249996185305,28.235032300749367,3.843827273839704,-7.475317904882959,0,1,0,0,0
2001-03-13,76.62638854980469,120.0199966430664,120.44000244140624,117.52999877929688,119.4000015258789,12888000,0.0164294951044075,126.27199935913086,130.84321228027343,139.95338119506837,34.01382768191512,3.829243227488546,-5.077511605802867,0,0,0,0,0
2001-03-14,75.11331939697266,117.6500015258789,119.29000091552734,115.75,117.0500030517578,19883400,-0.0197466687508395,125.541499710083,130.57246231079102,139.85163120269775,30.755605669916772,4.015818303006995,-5.082691066942087,0,0,0,0,0
2001-03-15,75.13245391845703,117.68000030517578,118.86000061035156,117.36000061035156,118.4499969482422,10370300,0.0002549832461351,124.8224998474121,130.34981231689454,139.72753120422362,30.84590486606949,4.0741952957767404,-5.553770669092398,0,0,0,0,0
2001-03-16,73.62550354003906,115.01000213623048,117.4000015258789,114.80999755859376,117.12999725341795,58514600,-0.0226886315603439,123.9060001373291,129.95001235961914,139.58851871490478,27.418713178076075,4.11876456534088,-6.957364640123529,0,1,0,0,0
2001-03-19,75.12348937988281,117.3499984741211,117.69000244140624,114.81999969482422,115.76000213623048,10067800,0.0203460246450466,123.25350036621094,129.62607482910155,139.4487062072754,34.307540527458656,4.069231746885141,-5.924322203147026,0,0,0,0,0
2001-03-20,73.10691833496094,114.1999969482422,118.45999908447266,114.11000061035156,117.9000015258789,15083900,-0.0268427913663207,122.54400024414062,129.3263247680664,139.2804874420166,30.1579711677293,4.353636028136908,-9.422592568432464,0,0,0,0,0
2001-03-21,71.86503601074219,112.26000213623048,115.26000213623048,111.9000015258789,114.18000030517578,19004600,-0.0169876958305958,121.87600021362304,128.967774810791,139.10616245269776,27.918335129975816,4.853122334709064,-11.592377407115055,0,1,0,0,0
2001-03-22,71.13526153564453,111.12000274658205,112.5999984741211,108.04000091552734,112.0199966430664,28624800,-0.0101549916974437,121.14150047302246,128.59329986572266,138.92941871643066,26.665169685882237,5.315956519065463,-12.586532138373638,0,1,0,0,0
2001-03-23,73.28623962402344,114.4800033569336,114.66000366210938,111.5,113.25,12861700,0.0302375857388548,120.61750068664551,128.24039993286132,138.76439685821532,35.81055367533696,5.434933676053216,-7.1984413176736135,0,0,0,0,0
2001-03-26,74.22083282470703,115.94000244140624,116.2699966430664,114.7699966430664,115.6999969482422,9943800,0.0127533109858544,120.03350067138672,127.91419998168944,138.60956562042236,39.34988479211808,5.267848914715945,-1.8123300783059648,0,0,0,0,0
2001-03-27,75.73805236816406,118.30999755859376,118.6500015258789,115.27999877929688,115.62000274658205,12880700,0.0204415651826923,119.62700042724607,127.64039993286131,138.4681468582153,44.68204548112132,5.056922096222592,-1.4247618166146894,0,0,0,0,0
2001-03-28,73.64469146728516,115.04000091552734,116.9499969482422,114.9000015258789,116.9000015258789,10953300,-0.0276392250067195,119.18150062561035,127.28432495117188,138.31897186279298,39.51946122455254,5.048499645766765,-2.2184450288999384,0,0,0,0,0
2001-03-29,73.92635345458984,115.4800033569336,116.5,112.13999938964844,114.6999969482422,12060300,0.0038247777981967,118.72550086975096,126.92486251831056,138.15840312957764,40.515396556767854,4.944118634358807,-1.8694739484508889,0,0,0,0,0
2001-03-30,74.70098876953125,116.69000244140624,116.69000244140624,114.5,115.5500030517578,9183600,0.0104779966167189,118.3795009613037,126.56303756713868,138.00263439178468,43.28141769319535,4.825003243765599,1.4607427823414665,0,0,1,0,0
2001-04-02,73.10691833496094,114.1999969482422,117.37999725341795,113.8000030517578,116.3000030517578,10561000,-0.02133863605337,117.85250091552734,126.16672500610352,137.8328531265259,39.23792296864363,4.666736838793964,-2.684279136632076,0,0,0,0,0
2001-04-03,70.66790008544922,110.38999938964844,114.1500015258789,110.05999755859376,113.9800033569336,12836000,-0.0333625014046238,117.06800079345705,125.67639999389648,137.65183437347412,34.00329854486573,4.527568015745044,-3.33625014046238,0,0,0,0,0
2001-04-04,70.96240234375,110.8499984741211,112.0999984741211,109.3000030517578,110.56999969482422,14884300,0.0041670358457832,116.2615005493164,125.17402496337893,137.46374061584473,35.12855125391337,4.083893110073928,-1.2560160656315618,0,0,0,0,0
2001-04-05,73.65109252929688,115.0500030517578,115.48999786376952,112.5,113.3000030517578,21522800,0.0378890810595475,115.6580005645752,124.74752502441406,137.29930313110353,44.44276023327802,3.1884816328927355,3.536717249853232,0,0,1,0,0
2001-04-06,72.53079223632812,113.3000030517578,114.4000015258789,112.05999755859376,113.98999786376952,14937800,-0.0152107775191689,115.15500068664552,124.29290008544922,137.12642814636231,41.75277035425574,2.65905659332859,-1.0307479652116271,0,0,0,0,0
2001-04-09,73.33740997314453,114.55999755859376,114.98999786376952,112.77999877929688,114.0,9034300,0.0111208691341373,114.97900047302248,123.8666000366211,136.97110313415527,44.36386067207875,2.570274743533216,-1.1902750161747655,0,0,0,0,0
2001-04-10,74.67535400390625,116.6500015258789,117.75,115.16999816894533,115.4499969482422,17873600,0.0182437501032257,114.81050071716308,123.46759994506836,136.83247814178466,48.48874604514758,2.320760896836326,-1.4030902434029169,0,0,0,0,0
2001-04-11,74.72657775878906,116.7300033569336,118.98999786376952,116.13999938964844,118.77999877929688,12722300,0.0006858279469197,114.76450080871582,123.04619995117189,136.6849562835693,48.6456989006623,2.270081118133881,1.4690563525353246,0,0,1,0,0
2001-04-12,76.08368682861328,118.8499984741211,118.94000244140624,115.95999908447266,116.3000030517578,9233200,0.0181615270814738,114.82300071716308,122.68279983520507,136.55342502593993,52.75390858574022,2.3623673056542507,2.918249930051773,0,0,1,0,0
2001-04-16,75.28350830078125,117.5999984741211,118.88999938964844,116.91000366210938,118.29000091552734,7350000,-0.0105174591169404,114.95250053405762,122.27619995117188,136.41361251831054,50.20372438188359,2.442778286786978,0.7798406150276634,0,0,1,0,0
2001-04-17,76.34619140625,119.26000213623048,119.66000366210938,117.0199966430664,117.30999755859376,10924700,0.0141156775820425,115.04800071716308,121.96539993286132,136.2889750289917,53.423790345600885,2.575188469241877,4.430827778639592,0,0,1,0,0
2001-04-18,79.38060760498047,124.0,126.0,120.69000244140624,121.05999755859376,32481600,0.0397450761266549,115.53800086975096,121.72960006713868,136.1825687789917,61.14920204144011,3.249433109808667,12.329015930430206,0,0,1,0,0
2001-04-19,80.43684387207031,125.6500015258789,125.83999633789062,123.58000183105467,124.25,13809900,0.0133064639183781,116.2075008392334,121.53480010986328,136.07441253662108,63.42351556492018,3.860462015962708,13.351378669809366,0,0,1,0,0
2001-04-20,79.70064544677734,124.5,125.4000015258789,123.66000366210938,124.9000015258789,7626700,-0.0091524195138353,116.87650070190428,121.33100006103516,135.9737875366211,60.75404967063913,4.085222803436516,8.213817207802169,0,0,1,0,0
