Price,Adj Close,Close,High,Low,Open,Volume,returns
2000-03-08,86.47799682617188,136.875,137.84375,135.03125,136.46875,11808500,-0.0012541329380914013
2000-03-09,89.00515747070312,140.875,140.875,136.125,137.25,5500900,0.029223744292237397
2000-03-10,88.53134155273438,140.125,142.0,139.53125,140.1875,7924600,-0.0053238686779059075
2000-03-13,87.56388854980469,138.59375,140.46875,135.6875,136.6875,10540500,-0.010927743086529884
2000-03-14,86.31999206542969,136.625,140.09375,136.15625,139.28125,8263900,-0.014205186020293081
2000-03-15,88.3338623046875,139.8125,140.4375,136.0625,136.875,10300800,0.02333028362305578
2000-03-16,92.46035766601562,146.34375,146.84375,140.875,141.625,25601400,0.046714349575324166
2000-03-17,93.07145690917969,146.9375,148.0,145.4375,145.8125,10272900,0.0040572282724749
2000-03-20,92.59636688232422,146.1875,147.34375,144.78125,146.875,12502300,-0.005104210974053558
2000-03-21,94.49658203125,149.1875,149.75,144.5,145.53125,13612600,0.02052159042325785
2000-03-22,95.07058715820312,150.09375,150.84375,148.6875,149.5625,8260000,0.006074570590699713
2000-03-23,96.69376373291016,152.65625,153.46875,149.15625,149.15625,11654500,0.017072662919008996
2000-03-24,97.26774597167969,153.5625,155.75,151.71875,152.875,11462900,0.005936540429887449
2000-03-27,96.23845672607422,151.9375,153.78125,151.8125,153.375,8798600,-0.010582010582010581
2000-03-28,95.68425750732422,151.0625,152.984375,150.59375,151.25,6334400,-0.005758946935417564
2000-03-29,95.78318786621094,151.21875,152.484375,149.65625,151.5625,6747500,0.0010343400910219902
2000-03-30,94.17986297607422,148.6875,151.921875,147.125,150.15625,9491900,-0.01673899566026038
2000-03-31,95.2487564086914,150.375,152.3125,148.4375,149.625,9249100,0.011349306431273742
2000-04-03,95.80296325683594,151.25,151.25,148.6875,150.125,8508200,0.005818786367414841
2000-04-04,95.09041595458984,150.125,153.0,141.390625,151.75,19585500,-0.007438016528925617
2000-04-05,94.49658203125,149.1875,150.8125,147.625,147.875,8387200,-0.0062447960033306105
2000-04-06,95.3180923461914,150.484375,151.6875,149.0,150.25,6378500,0.00869291998324262
2000-04-07,95.92170715332031,151.4375,152.125,150.5,151.5625,6023600,0.006333714048385453
2000-04-10,95.54564666748047,150.84375,153.109375,150.3125,151.75,9624200,-0.003920759389187012
2000-04-11,95.2685546875,150.40625,151.625,148.375,150.0,9006400,-0.002900352185622568
2000-04-12,92.65572357177734,146.28125,151.15625,146.15625,150.375,10779200,-0.027425722002908826
2000-04-13,91.36913299560547,144.25,148.15625,143.78125,147.46875,12225800,-0.013885921811578772
2000-04-14,86.14350128173828,136.0,142.8125,133.5,142.625,29604000,-0.05719237435008662
2000-04-17,89.1521987915039,140.75,140.75,134.6875,135.1875,23918200,0.03492647058823528
2000-04-18,91.50772857666016,144.46875,144.46875,139.78125,140.5625,11069200,0.026420959147424483
2000-04-19,90.65653991699219,143.125,145.125,142.53125,144.5,6553700,-0.009301319489508963
2000-04-20,91.092041015625,143.8125,143.9375,142.375,143.5625,8537600,0.004803493449781593
2000-04-24,90.10228729248047,142.25,143.3125,140.5,141.5,12893100,-0.010864841373316003
2000-04-25,93.84344482421875,148.15625,148.15625,144.4375,144.625,14102000,0.041520210896309306
2000-04-26,92.78440856933594,146.484375,148.75,146.0,147.96875,7711100,-0.011284539126766524
2000-04-27,92.47760772705078,146.0,147.34375,143.0,143.0,15595300,-0.00330666666666668
2000-04-28,91.90359497070312,145.09375,147.859375,145.0625,147.0,8743400,-0.0062071917808219634
2000-05-01,93.15059661865234,147.0625,148.484375,145.84375,146.5625,7328300,0.013568813267283986
2000-05-02,91.28993225097656,144.125,147.125,144.125,145.5,9411900,-0.01997450063748407
2000-05-03,89.1521987915039,140.75,144.0,139.78125,144.0,12630700,-0.02341717259323506
2000-05-04,89.82522583007812,141.8125,142.359375,140.75,142.0,5963600,0.007548845470692678
2000-05-05,90.91385650634766,143.53125,144.0,140.9375,141.0625,7862400,0.012119876597620038
2000-05-08,90.23096466064453,142.453125,143.375,141.84375,142.75,5064100,-0.007511430437622479
2000-05-09,89.50849151611328,141.3125,143.40625,140.265625,143.0625,5620300,-0.00800701985302188
2000-05-10,87.48953247070312,138.125,140.96875,137.75,140.5,10293900,-0.022556390977443663
2000-05-11,89.48871612548828,141.28125,141.5,139.125,140.125,7091100,0.022850678733031593
2000-05-12,90.45861053466797,142.8125,143.46875,141.625,141.8125,5960800,0.010838310108383098
2000-05-15,92.0223388671875,145.28125,145.609375,142.0,142.75,4441300,0.017286652078774667
2000-05-16,92.91307067871094,146.6875,147.71875,145.3125,146.5625,8192200,0.009679500967950005
2000-05-17,91.94319152832031,145.15625,146.1875,144.46875,145.6875,5907200,-0.010438858116744831
2000-05-18,90.81488800048828,143.375,146.3125,143.375,145.625,4325600,-0.012271259418729863
2000-05-19,89.38977813720703,141.125,143.234375,140.40625,142.5625,6518400,-0.01569311246730598
2000-05-22,88.71676635742188,140.0625,141.46875,137.0,141.25,10839400,-0.0075287865367581475
2000-05-23,87.41033172607422,138.0,140.8125,137.5625,140.4375,7979200,-0.014725568942436373
2000-05-24,88.83550262451172,140.25,140.6875,136.5,138.0,11081500,0.016304347826086918
2000-05-25,87.31133270263672,137.84375,141.8125,137.71875,140.6875,8278900,-0.01715686274509809
2000-05-26,87.41033172607422,138.0,139.6875,137.328125,138.8125,4814000,0.001133529811834011
2000-05-30,90.26066589355469,142.5,142.9375,139.46875,140.0,5362700,0.032608695652173836
2000-05-31,90.45861053466797,142.8125,144.0,142.09375,142.5625,6056500,0.002192982456140413
2000-06-01,92.04214477539062,145.3125,145.4375,143.0,143.6875,8961600,0.017505470459518557
2000-06-02,93.64544677734375,147.84375,149.09375,147.484375,148.9375,8962200,0.0174193548387096
2000-06-05,93.1901626586914,147.125,148.21875,146.875,147.46875,6998100,-0.004861551469033998
2000-06-06,92.77452850341797,146.46875,147.78125,145.90625,146.625,4858900,-0.0044604927782497805
2000-06-07,93.41780853271484,147.484375,148.0,146.0,146.625,4919500,0.006934072967783145
2000-06-08,93.0516128540039,146.90625,147.75,146.0625,147.5,5723100,-0.003919906769784931
2000-06-09,92.85372924804688,146.59375,147.96875,145.625,147.5,3085300,-0.0021272069772388935
2000-06-12,91.76500701904297,144.875,146.96875,144.875,146.96875,3678900,-0.011724578981027522
2000-06-13,93.48709106445312,147.59375,147.75,144.625,144.8125,6558700,0.018766177739430567
2000-06-14,93.64544677734375,147.84375,148.875,147.1875,148.25,6420500,0.0016938386618674528
2000-06-15,93.84344482421875,148.15625,148.75,146.84375,148.125,5881200,0.0021137180300148106
2000-06-16,93.07230377197266,146.59375,148.3125,145.875,148.3125,5567900,-0.010546298249314523
2000-06-19,94.26274108886719,148.46875,149.15625,146.25,146.46875,5106900,0.012790449797484449
2000-06-20,93.92546844482422,147.9375,148.875,147.0,148.1875,6480000,-0.003578194064407514
2000-06-21,93.88580322265625,147.875,148.4375,146.890625,146.9375,3115000,-0.00042247570764686326
2000-06-22,92.45722961425781,145.625,147.6875,145.0,147.5625,7490500,-0.015215553677092153
2000-06-23,91.66362762451172,144.375,146.125,143.875,145.8125,4863300,-0.008583690987124415
2000-06-26,92.84418487548828,146.234375,146.25,144.875,145.375,5201300,0.012878787878787934
2000-06-27,92.1596450805664,145.15625,146.71875,145.015625,145.984375,4159500,-0.007372582540869699
2000-06-28,92.4175796508789,145.5625,146.984375,145.3125,145.625,5347700,0.0027987082884821657
2000-06-29,91.54458618164062,144.1875,145.75,143.515625,144.75,6345700,-0.00944611421210817
2000-06-30,92.23900604248047,145.28125,145.59375,143.890625,143.9375,7420200,0.0075856090160382195
2000-07-03,93.50880432128906,147.28125,147.4375,145.1875,145.4375,1436600,0.013766401376640092
2000-07-05,91.8223876953125,144.625,146.65625,144.375,146.375,2748200,-0.018035221727137674
2000-07-06,92.53660583496094,145.75,146.46875,144.21875,144.9375,5963200,0.007778738115816752
2000-07-07,94.0246810913086,148.09375,148.78125,146.25,146.6875,3034800,0.01608061749571177
2000-07-10,93.865966796875,147.84375,148.90625,147.53125,147.875,2816100,-0.001688119856509851
2000-07-11,94.06433868408203,148.15625,149.125,147.15625,147.46875,5431600,0.0021137180300148106
2000-07-12,94.67938995361328,149.125,150.125,148.6875,149.28125,5883000,0.006538704914575089
2000-07-13,95.09607696533203,149.78125,150.375,149.1875,149.984375,5356000,0.0044006705783739
2000-07-14,96.02857971191406,151.25,151.25,149.671875,150.4375,5341900,0.00980596703525971
2000-07-17,95.8698501586914,151.0,151.984375,150.6875,150.984375,4208300,-0.0016528925619834212
2000-07-18,95.08610534667969,149.765625,150.625,149.34375,150.625,4262100,-0.008174668874172175
2000-07-19,94.3222427368164,148.5625,149.90625,148.25,149.46875,8506800,-0.008033385498174228
2000-07-20,95.63174438476562,150.625,150.625,148.8125,149.0,4538900,0.013883045856121212
2000-07-21,93.76669311523438,147.6875,149.75,147.6875,149.75,5656900,-0.019502074688796722
2000-07-24,93.23103332519531,146.84375,148.859375,146.5625,148.125,5628500,-0.005713076597545497
2000-07-25,93.52863311767578,147.3125,147.84375,146.78125,147.75,4757100,0.0031921685464992855
2000-07-26,92.61595153808594,145.875,147.15625,145.640625,146.96875,12062500,-0.009758167161646125
2000-07-27,92.29853057861328,145.375,146.625,144.6875,145.9375,7652600,-0.003427592116538092
2000-07-28,90.21526336669922,142.09375,145.90625,141.515625,145.71875,6229500,-0.022570937231298327
2000-07-31,90.7906265258789,143.0,144.125,142.0625,142.9375,5265500,0.006377831537277334
2000-08-01,91.34618377685547,143.875,144.71875,143.125,143.625,3946600,0.006118881118881037
2000-08-02,91.80244445800781,144.59375,145.40625,143.625,143.875,7439800,0.004995655951346656
2000-08-03,92.43742370605469,145.59375,145.8125,142.625,142.875,4607100,0.006915928247244407
2000-08-04,92.93345642089844,146.375,146.71875,145.40625,146.3125,3686600,0.00536595836016307
2000-08-07,94.04447174072266,148.125,148.4375,146.375,146.71875,4159800,0.011955593509820561
2000-08-08,94.40162658691406,148.6875,148.8125,147.5,147.5,3658700,0.0037974683544304
2000-08-09,93.60802459716797,147.4375,149.21875,147.375,149.140625,5383800,-0.008406893652795344
2000-08-10,93.15164947509766,146.71875,147.859375,146.28125,147.53125,4193400,-0.0048749470114455296
2000-08-11,93.58817291259766,147.40625,148.0,145.5625,146.625,5089400,0.00468583599574024
2000-08-14,94.77861022949219,149.28125,149.5625,147.0625,147.78125,2966700,0.012719949120203466
2000-08-15,94.6992416381836,149.15625,149.8125,148.5625,149.34375,5564600,-0.0008373456144022962
2000-08-16,94.3619384765625,148.625,149.9375,147.84375,149.3125,5191600,-0.003561701236119874
2000-08-17,95.35400390625,150.1875,150.4375,148.34375,148.6875,5652200,0.010513036164844447
2000-08-18,95.03653717041016,149.6875,150.375,149.21875,150.375,4626400,-0.0033291718684976823
2000-08-21,95.55239868164062,150.5,150.71875,149.40625,150.03125,2380600,0.00542797494780789
2000-08-22,95.3936767578125,150.25,151.3125,150.09375,150.5625,3075300,-0.0016611295681062677
2000-08-23,95.77062225341797,150.84375,151.28125,149.28125,149.8125,5483200,0.003951747088186464
2000-08-24,96.0682373046875,151.3125,151.5,150.5,151.15625,4529000,0.003107520198881275
2000-08-25,96.02857971191406,151.25,151.625,150.9375,151.15625,2822200,-0.00041305245766209975
2000-08-28,96.35591125488281,151.765625,152.90625,151.25,151.25,5518700,0.003409090909090917
2000-08-29,96.37579345703125,151.796875,151.875,150.90625,151.4375,3561900,0.00020590960568300787
2000-08-30,95.45317077636719,150.34375,151.5,150.34375,151.3125,3964800,-0.00957282552753469
2000-08-31,96.72295379638672,152.34375,153.09375,150.90625,151.0625,4863100,0.013302847640823012
2000-09-01,96.82220458984375,152.5,153.59375,152.0,153.25,3191200,0.0010256410256410664
2000-09-05,96.04835510253906,151.28125,152.203125,150.8125,151.875,3470800,-0.007991803278688536
2000-09-06,94.95712280273438,149.5625,151.953125,149.53125,151.1875,4322200,-0.011361288989878093
2000-09-07,95.77062225341797,150.84375,151.078125,149.828125,150.25,4265500,0.00856665273714996
2000-09-08,95.11585998535156,149.8125,150.5,149.328125,150.28125,3518200,-0.006836544437538894
2000-09-11,94.97700500488281,149.59375,151.1875,148.6875,149.75,3937500,-0.001460158531497724
2000-09-12,94.28257751464844,148.5,150.25,148.4375,149.75,4769100,-0.007311468560685208
2000-09-13,94.53059387207031,148.890625,149.34375,147.65625,148.0,7691600,0.0026304713804714552
2000-09-14,95.00679016113281,149.640625,149.9375,148.15625,149.875,3397100,0.005037254696190541
2000-09-15,92.92822265625,146.0,148.25,146.0,148.1875,4085700,-0.024329121854442914
2000-09-18,92.0728988647461,144.65625,146.96875,144.203125,146.375,5109300,-0.009203767123287632
2000-09-19,92.90834045410156,145.96875,146.3125,144.703125,145.125,6588200,0.009073233959818516
2000-09-20,92.22207641601562,144.890625,146.03125,143.15625,145.6875,6508100,-0.0073859987154785145
2000-09-21,90.81981658935547,142.6875,145.5625,142.625,144.46875,5972300,-0.015205435134260759
2000-09-22,92.4707260131836,145.28125,145.3125,142.421875,142.625,7791300,0.018177836180464313
2000-09-25,91.81432342529297,144.25,146.0625,143.71875,145.9375,9726300,-0.007098300709830085
2000-09-26,90.64080810546875,142.40625,145.0,142.40625,144.375,5302400,-0.012781629116117799
2000-09-27,91.11820220947266,143.15625,143.96875,142.125,143.5625,7186200,0.005266622778143493
2000-09-28,92.2917251586914,145.0,146.328125,142.890625,143.1875,7036400,0.012879283999126745
2000-09-29,91.41657257080078,143.625,145.96875,143.625,145.46875,9333600,-0.009482758620689702
2000-10-02,91.55577850341797,143.84375,144.90625,143.140625,144.28125,5517800,0.0015230635335075071
2000-10-03,90.70046997070312,142.5,145.75,142.28125,144.53125,9347200,-0.009341733651966111
2000-10-04,91.45633697509766,143.6875,144.25,141.75,142.875,6148900,0.008333333333333304
2000-10-05,91.77459716796875,144.1875,144.84375,143.3125,143.40625,4566900,0.003479773814702103
2000-10-06,89.78553771972656,141.0625,144.640625,139.75,143.875,10014900,-0.02167316861725188
2000-10-09,89.1092529296875,140.0,141.3125,139.375,141.3125,4508000,-0.007532122286220688
2000-10-10,87.63735961914062,137.6875,141.25,137.6875,140.09375,6104700,-0.01651785714285714
2000-10-11,86.90141296386719,136.53125,138.625,135.125,137.625,10346000,-0.008397639582387706
2000-10-12,84.73332977294922,133.125,137.59375,132.78125,137.28125,12336900,-0.024948500801098672
2000-10-13,87.55778503417969,137.5625,137.65625,132.875,132.9375,11778800,0.03333333333333344
2000-10-16,87.9555892944336,138.1875,138.234375,136.6875,137.40625,5659000,0.004543389368468986
2000-10-17,85.76765441894531,134.75,138.5625,134.40625,138.4375,7831700,-0.02487562189054726
2000-10-18,85.44937133789062,134.25,136.125,130.15625,132.625,10897300,-0.0037105751391465214
2000-10-19,88.67163848876953,139.3125,139.453125,136.4375,136.84375,8767300,0.0377094972067038
2000-10-20,89.04959869384766,139.90625,141.1875,138.375,138.375,7373500,0.004262000897263363
2000-10-23,89.44739532470703,140.53125,141.03125,138.9375,139.9375,5290000,0.004467277194549979
2000-10-24,88.85066223144531,139.59375,141.9375,139.0,140.96875,5750700,-0.006671114076050699
2000-10-25,86.76216888427734,136.3125,139.5625,136.125,138.75,9137600,-0.023505708529214187
2000-10-26,87.0008544921875,136.6875,137.65625,134.03125,137.125,9345800,0.0027510316368637433
2000-10-27,88.65179443359375,139.28125,139.28125,136.625,137.875,9762900,0.01897576588934613
2000-10-30,89.44739532470703,140.53125,141.09375,138.15625,138.4375,10154100,0.008974646623289173
2000-10-31,90.9888687133789,142.953125,143.6875,140.0625,141.015625,7752400,0.0172337113631309
2000-11-01,90.68061065673828,142.46875,143.25,141.21875,142.25,6753600,-0.0033883484533828723
2000-11-02,90.82980346679688,142.703125,143.90625,142.515625,143.15625,11395100,0.0016450976091249014
2000-11-03,90.8794937133789,142.78125,143.75,142.375,143.46875,5187100,0.0005474652359576115
2000-11-06,91.51598358154297,143.78125,144.296875,143.03125,143.15625,4042500,0.00700372072663602
2000-11-07,91.49612426757812,143.75,144.0,142.5625,143.140625,5231300,-0.00021734405564011183
2000-11-08,89.46723937988281,140.5625,144.0625,140.5625,144.0625,6123300,-0.022173913043478266
2000-11-09,89.12913513183594,140.03125,141.21875,137.25,140.0,10635300,-0.003779457536682962
2000-11-10,86.96109008789062,136.625,139.46875,136.53125,139.0,8569500,-0.024324927471546576
2000-11-13,86.2848129272461,135.5625,136.984375,133.015625,135.625,17285300,-0.007776761207685223
2000-11-14,88.55229949951172,139.125,139.625,137.0,137.46875,7668900,0.026279391424619547
2000-11-15,88.83080291748047,139.5625,140.109375,137.75,139.0625,8837700,0.003144654088050425
2000-11-16,87.43843078613281,137.375,139.875,137.3125,138.578125,6684100,-0.01567398119122254
2000-11-17,86.97103881835938,136.640625,139.0,135.75,137.3125,6551100,-0.005345768880800739
2000-11-20,85.72791290283203,134.6875,136.375,134.3125,135.75,5458500,-0.014293882218410547
2000-11-21,86.16546630859375,135.375,136.1875,133.515625,134.875,7684300,0.005104408352668122
2000-11-22,84.10679626464844,132.140625,134.875,132.125,134.34375,5736900,-0.023891966759002736
2000-11-24,85.82731628417969,134.84375,134.96875,133.625,133.625,3411600,0.020456426628828295
2000-11-27,86.58312225341797,136.03125,136.6875,135.3125,136.46875,5992000,0.00880648899188885
2000-11-28,85.09135437011719,133.6875,136.59375,133.640625,135.125,5336100,-0.017229496898690577
2000-11-29,84.9322509765625,133.4375,135.90625,133.265625,134.375,6914100,-0.0018700327255727345
2000-11-30,84.1962890625,132.28125,133.5,129.75,132.5,11201600,-0.00866510538641685
2000-12-01,84.15653991699219,132.21875,134.0625,131.0,133.1875,7587200,-0.00047247814788564657
2000-12-04,84.87258911132812,133.34375,133.875,131.5,131.875,6996600,0.008508626802174346
2000-12-05,87.65725708007812,137.71875,138.25,134.40625,134.875,8883400,0.03280993672369337
2000-12-06,86.25498962402344,135.515625,138.34375,135.03125,137.78125,12888000,-0.015997277059223936
2000-12-07,85.07149505615234,133.65625,135.875,133.65625,134.875,6529100,-0.013720742534301889
2000-12-08,85.2703857421875,133.96875,139.46875,133.875,137.0625,10276300,0.0023380874444705046
2000-12-11,88.23407745361328,138.625,139.5625,136.71875,137.375,6405600,0.034756239794728305
2000-12-12,87.85616302490234,138.03125,138.8125,137.375,138.1875,5022900,-0.004283137962128092
2000-12-13,86.65278625488281,136.140625,139.40625,136.03125,139.25,6070500,-0.013697079465700757
2000-12-14,85.5488510131836,134.40625,136.5,134.03125,135.875,7678400,-0.012739584528864922
2000-12-15,83.6166000366211,130.96875,133.125,130.5625,133.125,9065300,-0.025575447570332477
2000-12-18,84.73389434814453,132.71875,133.46875,131.765625,132.0625,7235400,0.01336196611787166
2000-12-19,83.00808715820312,130.015625,134.96875,130.015625,132.46875,9616600,-0.020367318106898957
2000-12-20,80.60393524169922,126.25,128.9375,126.09375,128.625,9994300,-0.028962865040259578
2000-12-21,81.16256713867188,127.125,128.859375,125.53125,126.0,14331500,0.006930693069306937
2000-12-22,83.5966567993164,130.9375,131.109375,128.84375,129.0,10182900,0.02999016715830871
2000-12-26,84.4944839477539,132.34375,132.34375,130.28125,130.84375,4665300,0.010739856801909253
2000-12-27,85.11294555664062,133.3125,133.734375,131.25,131.75,4854100,0.007319952774498262
2000-12-28,85.37232208251953,133.71875,133.875,132.59375,132.8125,8358700,0.0030473511486168725
2000-12-29,83.7562484741211,131.1875,134.28125,131.1875,134.0625,8774600,-0.018929656461790123
2001-01-02,82.23998260498047,128.8125,132.15625,127.5625,132.0,8737500,-0.018103858980466847
2001-01-03,86.19034576416016,135.0,136.0,127.65625,128.3125,19431600,0.048034934497816595
2001-01-04,85.26260375976562,133.546875,135.46875,133.0,134.9375,9219000,-0.010763888888888906
2001-01-05,82.47938537597656,129.1875,133.625,129.1875,133.46875,12911400,-0.03264303264303259
2001-01-08,83.11783599853516,130.1875,130.1875,127.6875,129.875,6625300,0.007740686985969969
2001-01-09,82.89834594726562,129.84375,131.5,129.421875,131.046875,5702400,-0.002640422467594772
2001-01-10,84.35480499267578,132.125,132.125,128.8125,129.0,8746100,0.017569193742478895
2001-01-11,84.43461608886719,132.25,133.484375,131.09375,131.09375,7245100,0.0009460737937558861
2001-01-12,84.27503204345703,132.0,133.71875,131.28125,132.6875,7244000,-0.001890359168241984
2001-01-16,84.81367492675781,132.84375,133.1875,131.515625,132.0,8542200,0.006392045454545414
2001-01-17,85.20272827148438,133.453125,135.046875,132.640625,134.84375,7851400,0.004587155963302836
2001-01-18,86.05068969726562,134.78125,135.703125,132.9375,133.4375,8107000,0.009951996253366069
2001-01-19,85.56185913085938,134.015625,136.1875,133.875,136.1875,7782500,-0.005680500811500067
2001-01-22,86.13045501708984,134.90625,135.78125,133.5625,134.25,7050900,0.006645680307799884
2001-01-23,86.80883026123047,135.96875,136.65625,134.15625,134.46875,8463100,0.0078758397034977
2001-01-24,87.0682144165039,136.375,137.3125,135.84375,136.25,6199900,0.0029878188922087823
2001-01-25,86.84867858886719,136.03125,137.25,135.65625,136.25,10818300,-0.0025206232813932417
2001-01-26,86.7489242553711,135.875,136.125,134.453125,135.15625,7136800,-0.0011486331265794236
2001-01-29,87.21183013916016,136.60000610351562,136.89999389648438,135.3699951171875,135.5,6705900,0.0053358314886153835
2001-01-30,87.97798156738281,137.8000030517578,137.9199981689453,135.7899932861328,136.3000030517578,7069100,0.008784750326678914
2001-01-31,87.4800033569336,137.02000427246094,138.6999969482422,136.60000610351562,137.39999389648438,9706900,-0.00566036837462125
2001-02-01,88.06098175048828,137.92999267578125,137.9499969482422,136.25,137.10000610351562,8239100,0.00664128138188369
2001-02-02,86.06262969970703,134.8000030517578,137.99000549316406,134.75,137.39999389648438,8276600,-0.022692596173631396
2001-02-05,86.69467163085938,135.7899932861328,135.94000244140625,134.75,134.8000030517578,4352900,0.0073441410382972805
2001-02-06,86.43936920166016,135.38999938964844,136.6999969482422,135.22000122070312,135.3000030517578,7106700,-0.0029456802140163107
2001-02-07,85.99244689941406,134.69000244140625,135.39999389648438,133.67999267578125,134.72000122070312,5748700,-0.005170226393366173
2001-02-08,84.99005889892578,133.1199951171875,135.39999389648438,133.10000610351562,134.8000030517578,5943300,-0.011656450336035462
2001-02-09,84.17282104492188,131.83999633789062,133.35000610351562,131.25999450683594,133.35000610351562,9913000,-0.0096153757981291
2001-02-12,85.13691711425781,133.35000610351562,133.5,131.6999969482422,131.6999969482422,5804400,0.011453351088959618
2001-02-13,84.44100189208984,132.25999450683594,134.1699981689453,132.0,133.6999969482422,6587600,-0.008174064842813356
2001-02-14,84.31329345703125,132.05999755859375,132.64999389648438,130.66000366210938,132.64999389648438,8400100,-0.0015121499814658712
2001-02-15,85.13050079345703,133.33999633789062,133.52000427246094,131.99000549316406,132.83999633789062,5929800,0.009692554921704843
2001-02-16,83.2535171508789,130.39999389648438,131.2899932861328,129.3000030517578,131.0,6434900,-0.022048916470314928
2001-02-20,81.9701919555664,128.38999938964844,131.13999938964844,128.10000610351562,131.0399932861328,5760000,-0.015414069025429078
2001-02-21,80.20169067382812,125.62000274658205,128.83999633789062,125.5,127.9000015258789,10910800,-0.0215748629662329
2001-02-22,80.32301330566406,125.80999755859376,126.54000091552734,123.0199966430664,126.3499984741211,21281600,0.001512456677739582
2001-02-23,79.78031158447266,124.95999908447266,125.54000091552734,121.80000305175781,125.08000183105469,20173000,-0.006756207699036287
2001-02-26,81.47860717773438,127.62000274658205,127.62000274658203,124.5,125.80000305175781,11503700,0.02128684124198199
